950,0.00095,414055.5
960,0.00096,401259.7
970,0.00097,394089.8
980,0.00098,386309.6
990,0.0009900001,379701.4
1000,0.001,377108.2
1010,0.00101,370611.7
1020,0.00102,369465.3
1030,0.00103,368187.9
1040,0.00104,366931.5
1050,0.00105,365982.5
1060,0.00106,365054
1070,0.00107,361677
1080,0.00108,361371
1090,0.00109,361162
1100,0.0011,361122.9
1110,0.00111,360785.7
1120,0.00112,360402.7
1130,0.00113,359958.6
1140,0.00114,358463.8
1150,0.00115,358262.1
1160,0.00116,359226.6
1170,0.00117,359004.7
1180,0.00118,358679
1190,0.00119,358455.2
1200,0.0012,358244.2
1210,0.00121,358024.9
1220,0.00122,356845.6
1230,0.00123,357699.8
1240,0.00124,357686
1250,0.00125,357380.1
1260,0.00126,357345.1
1270,0.00127,356116.9
1280,0.00128,354807.5
1290,0.00129,355882.8
1300,0.0013,355779.6
1310,0.00131,356683.4
1320,0.00132,355538.6
1330,0.00133,356508.4
1340,0.00134,356463.5
1350,0.00135,356305.7
1360,0.00136,355126.8
1370,0.00137,353840.1
1380,0.00138,353822.6
1390,0.00139,353793
1400,0.0014,353751.4
1410,0.00141,353700.6
1420,0.00142,353643.4
1430,0.00143,353582.1
1440,0.00144,353518
1450,0.00145,355563.4
1460,0.00146,355313.2
1470,0.00147,354074.8
1480,0.00148,355030.5
1490,0.00149,354753
1500,0.0015,354584.5
1510,0.00151,354308.8
1520,0.00152,353068.5
1530,0.00153,354062.7
1540,0.00154,352836.8
1550,0.00155,353965
1560,0.00156,353721.2
1570,0.00157,353607.3
1580,0.00158,353503.6
1590,0.00159,353366.3
1600,0.0016,352228.7
1610,0.00161,353118.3
1620,0.00162,353057.2
1630,0.00163,352864.9
1640,0.00164,352832.4
1650,0.00165,352676.3
1660,0.00166,352507.8
1670,0.00167,352632.5
1680,0.00168,352559.8
1690,0.00169,352567.8
1700,0.0017,352417.2
1710,0.00171,352265.5
1720,0.00172,351276.9
1730,0.00173,352222.4
1740,0.00174,351989.8
1750,0.00175,352160
1760,0.00176,351952.1
1770,0.00177,351930.8
1780,0.00178,351964
1790,0.00179,351982
1800,0.0018,351985.6
1810,0.00181,351977.8
1820,0.00182,351961.3
1830,0.00183,351938.3
1840,0.00184,351910.4
1850,0.00185,351878.8
1860,0.00186,351844.5
1870,0.00187,351807.8
1880,0.00188,351818.3
1890,0.00189,351523
1900,0.0019,351371.8
1910,0.00191,351272.6
1920,0.00192,351119.4
1930,0.00193,351052.9
1940,0.00194,350931.5
1950,0.00195,350797.2
1960,0.00196,350719.5
1970,0.00197,350607.7
1980,0.00198,350507.8
1990,0.00199,350418.3
2000,0.002,350335.4
2010,0.00201,350257.1
2020,0.00202,350181.4
2030,0.00203,350106.4
2040,0.00204,350028.7
2050,0.00205,349011.9
2060,0.00206,349965.8
2070,0.00207,349844.4
2080,0.00208,349665.4
2090,0.00209,349584.8
2100,0.0021,348452.5
2110,0.00211,349258.2
2120,0.00212,348082.8
2130,0.00213,348988
2140,0.00214,348853.2
2150,0.00215,348802.2
2160,0.00216,348777.9
2170,0.00217,348770.8
2180,0.00218,348830.9
2190,0.00219,348910.1
2200,0.0022,348927.2
2210,0.00221,348788.7
2220,0.00222,348921.7
2230,0.00223,347813
2240,0.00224,348793.8
2250,0.00225,348576
2260,0.00226,348449.9
2270,0.00227,348251.9
2280,0.00228,347557.6
2290,0.00229,346862.5
