0,0,300
10,1e-05,300.7864
20,2e-05,300.7867
30,3e-05,300.7762
40,4e-05,300.6929
50,5e-05,300.6391
60,6e-05,300.6088
70,7e-05,300.5834
80,8.000001e-05,300.5615
90,9e-05,300.5424
100,0.0001,300.5255
110,0.00011,300.5103
120,0.00012,300.4923
130,0.00013,300.333
140,0.00014,300.149
150,0.00015,300.0443
160,0.00016,300.0368
170,0.00017,300.0356
180,0.00018,300.0345
190,0.00019,300.037
200,0.0002,300.0359
210,0.00021,300.0376
220,0.00022,300.0368
230,0.00023,300.0375
240,0.00024,300.037
250,0.00025,300.0377
260,0.00026,300.0373
270,0.00027,300.0381
280,0.00028,300.0387
290,0.00029,300.0385
300,0.0003,300.0391
310,0.00031,300.039
320,0.00032,300.0395
330,0.00033,300.0394
340,0.00034,300.0437
350,0.00035,300.0513
360,0.00036,300.0588
370,0.00037,300.0667
380,0.00038,300.0718
390,0.00039,300.0751
400,0.0004,300.0777
410,0.00041,300.0797
420,0.00042,300.0815
430,0.00043,300.0829
440,0.00044,300.085
450,0.00045,300.0865
460,0.00046,300.0879
470,0.00047,300.0894
480,0.00048,300.0911
490,0.00049,300.0932
500,0.0005,300.095
510,0.00051,300.096
520,0.00052,2185.462
530,0.00053,3095.766
540,0.00054,3086.312
550,0.00055,3048.608
560,0.00056,3019.385
570,0.00057,2984.005
580,0.00058,2947.501
590,0.00059,2911.035
600,0.0006,2887.421
610,0.00061,2858.094
620,0.00062,2826.715
630,0.00063,2796.691
640,0.00064,2778.983
650,0.00065,2742.493
660,0.00066,2720.114
670,0.00067,2697.687
680,0.00068,2675.307
690,0.00069,2653.892
700,0.0007,2630.317
710,0.00071,2607.626
720,0.00072,2582.626
730,0.00073,2564.081
740,0.00074,2544.264
750,0.00075,2510.028
760,0.00076,2504.476
770,0.00077,2488.191
780,0.00078,2442.419
790,0.00079,2450.591
800,0.0008,2433.616
810,0.00081,2418.222
820,0.00082,2398.501
830,0.00083,2383.26
840,0.00084,2367.556
850,0.00085,2354.571
860,0.00086,2335.635
870,0.00087,2321.453
880,0.00088,2308.731
890,0.00089,2295.775
900,0.0009,2281.442
910,0.00091,2269.471
920,0.00092,2257.203
930,0.00093,2246.227
940,0.00094,2233.51
950,0.00095,2225.017
960,0.00096,2214.945
970,0.00097,2208.769
980,0.00098,2200.571
990,0.0009900001,2195.229
1000,0.001,2193.224
1010,0.00101,2187.084
1020,0.00102,2186.297
1030,0.00103,2184.81
1040,0.00104,2184.191
1050,0.00105,2182.951
1060,0.00106,2181.805
1070,0.00107,2178.701
1080,0.00108,2178.621
1090,0.00109,2178.656
1100,0.0011,2178.597
1110,0.00111,2178.297
1120,0.00112,2177.759
1130,0.00113,2177.042
1140,0.00114,2177.011
1150,0.00115,2177.143
1160,0.00116,2176.859
1170,0.00117,2176.72
1180,0.00118,2176.285
1190,0.00119,2176.087
1200,0.0012,2175.924
1210,0.00121,2175.722
1220,0.00122,2175.989
1230,0.00123,2175.227
1240,0.00124,2175.637
1250,0.00125,2174.972
1260,0.00126,2175.267
1270,0.00127,2175.405
1280,0.00128,2175.237
1290,0.00129,2175.156
1300,0.0013,2175.041
1310,0.00131,2174.354
1320,0.00132,2174.856
1330,0.00133,2174.424
1340,0.00134,2174.73
1350,0.00135,2174.483
1360,0.00136,2174.566
1370,0.00137,2174.457
1380,0.00138,2174.465
1390,0.00139,2174.464
1400,0.0014,2174.45
1410,0.00141,2174.426
1420,0.00142,2174.394
1430,0.00143,2174.358
1440,0.00144,2174.319
1450,0.00145,2174.177
1460,0.00146,2173.168
1470,0.00147,2173.686
1480,0.00148,2173.365
1490,0.00149,2173.419
1500,0.0015,2173.264
1510,0.00151,2172.761
1520,0.00152,2173.073
1530,0.00153,2172.852
1540,0.00154,2172.685
1550,0.00155,2172.708
1560,0.00156,2171.845
1570,0.00157,2172.541
1580,0.00158,2172.345
1590,0.00159,2171.583
1600,0.0016,2172.108
1610,0.00161,2171.398
1620,0.00162,2171.7
1630,0.00163,2171.198
1640,0.00164,2171.53
1650,0.00165,2171.038
1660,0.00166,2171.903
1670,0.00167,2171.72
1680,0.00168,2171.804
1690,0.00169,2171.624
1700,0.0017,2171.117
1710,0.00171,2170.835
1720,0.00172,2171.536
1730,0.00173,2171.572
1740,0.00174,2171.297
1750,0.00175,2171.236
1760,0.00176,2171.201
1770,0.00177,2171.248
1780,0.00178,2171.312
1790,0.00179,2171.358
1800,0.0018,2171.388
1810,0.00181,2171.406
1820,0.00182,2171.414
1830,0.00183,2171.416
1840,0.00184,2171.413
1850,0.00185,2171.406
1860,0.00186,2171.397
1870,0.00187,2171.386
1880,0.00188,2171.371
1890,0.00189,2170.731
1900,0.0019,2170.602
1910,0.00191,2170.611
1920,0.00192,2170.392
1930,0.00193,2170.446
1940,0.00194,2170.349
1950,0.00195,2170.158
1960,0.00196,2170.1
1970,0.00197,2170.021
1980,0.00198,2169.942
